State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Haryana,Rohtak,Meham,Banana,Other,Medium,11-09-2025,1800,1800,1800
Haryana,Rohtak,Meham,Brinjal,Other,FAQ,11-09-2025,2000,2000,2000
Haryana,Rohtak,Rohtak,Pineapple,Other,Large,11-09-2025,1500,3500,2500
Haryana,Rohtak,Rohtak,Tomato,Other,FAQ,11-09-2025,1500,2500,2000
Haryana,Sirsa,kalanwali,Bottle gourd,Other,FAQ,11-09-2025,2500,2500,2500
Haryana,Sirsa,kalanwali,Tomato,Other,FAQ,11-09-2025,2500,2500,2500
Haryana,Sirsa,Rania,Green Chilli,Green Chilly,FAQ,11-09-2025,800,1100,1000
Haryana,Sonipat,Ganaur,Bitter gourd,Bitter Gourd,FAQ,11-09-2025,3200,3500,3400
Haryana,Sonipat,Ganaur,Tomato,Tomato,FAQ,11-09-2025,2400,3000,2600
Haryana,Sonipat,Ganaur,Yam (Ratalu),Yam (Ratalu),FAQ,11-09-2025,3200,3500,3200
Haryana,Sonipat,Gohana,Bhindi(Ladies Finger),Other,FAQ,11-09-2025,3000,4000,3500
Haryana,Sonipat,Gohana,Brinjal,Other,FAQ,11-09-2025,3000,4000,3500
Haryana,Sonipat,Gohana,Guava,Other,Large,11-09-2025,2000,4000,3000
Haryana,Sonipat,Gohana,Peas cod,Other,FAQ,11-09-2025,8000,10000,9000
Haryana,Sonipat,Gohana,Tomato,Tomato,Non-FAQ,11-09-2025,2500,3000,2800
Haryana,Sonipat,Sonepat,Onion,Other,FAQ,11-09-2025,1800,2000,1800
Haryana,Sonipat,Sonepat(Kharkhoda),Onion,Other,FAQ,11-09-2025,1500,2000,1800
Haryana,Yamuna Nagar,Chhachrauli,Bottle gourd,Bottle Gourd,FAQ,11-09-2025,2100,2800,2100
Haryana,Yamuna Nagar,Chhachrauli,Onion,Onion,FAQ,11-09-2025,1900,2500,1900
Haryana,Yamuna Nagar,Jagadhri,Apple,Other,Medium,11-09-2025,4500,8000,7500
Haryana,Yamuna Nagar,Jagadhri,Bhindi(Ladies Finger),Other,FAQ,11-09-2025,3000,4200,4000
Haryana,Yamuna Nagar,Jagadhri,Cauliflower,Other,FAQ,11-09-2025,3000,3200,3100
Haryana,Yamuna Nagar,Jagadhri,Ginger(Green),Other,FAQ,11-09-2025,3000,4200,4000
Haryana,Yamuna Nagar,Jagadhri,Green Chilli,Other,FAQ,11-09-2025,2000,2800,2400
Haryana,Yamuna Nagar,Jagadhri,Potato,Other,FAQ,11-09-2025,900,1100,1000
Haryana,Yamuna Nagar,Mustafabad,Bhindi(Ladies Finger),Other,FAQ,11-09-2025,2000,2200,2000
Haryana,Yamuna Nagar,Radaur,Bhindi(Ladies Finger),Other,FAQ,11-09-2025,1800,2200,2000
Haryana,Yamuna Nagar,Radaur,Ginger(Green),Other,FAQ,11-09-2025,6000,7000,6500
Haryana,Yamuna Nagar,Radaur,Guava,Other,Medium,11-09-2025,2500,3000,2800
Haryana,Yamuna Nagar,Radaur,Ridgeguard(Tori),Other,FAQ,11-09-2025,1500,2000,1800
Haryana,Yamuna Nagar,Sadhaura,Capsicum,Capsicum,FAQ,11-09-2025,3000,5000,4000
Haryana,Yamuna Nagar,Sadhaura,Cucumbar(Kheera),Cucumbar,FAQ,11-09-2025,1000,2400,2000
Haryana,Yamuna Nagar,Sadhaura,Onion,Onion,FAQ,11-09-2025,1500,2000,1600
Himachal Pradesh,Bilaspur,Bilaspur,Capsicum,Other,FAQ,11-09-2025,4500,11000,8500
Himachal Pradesh,Chamba,Chamba,Onion,Other,FAQ,11-09-2025,2300,2500,2400
Himachal Pradesh,Chamba,Chamba,Sponge gourd,Other,FAQ,11-09-2025,4500,5000,4750
Himachal Pradesh,Hamirpur,Hamirpur,Apple,Royal Delicious,Medium,11-09-2025,11000,12000,11500
Himachal Pradesh,Hamirpur,Hamirpur,Bottle gourd,Other,FAQ,11-09-2025,5000,6000,5500
Himachal Pradesh,Hamirpur,Hamirpur,Brinjal,Other,FAQ,11-09-2025,5000,5000,5000
Himachal Pradesh,Hamirpur,Hamirpur,Colacasia,Other,FAQ,11-09-2025,3000,3500,3200
Himachal Pradesh,Hamirpur,Hamirpur,Green Chilli,Other,FAQ,11-09-2025,6000,7000,6500
Himachal Pradesh,Hamirpur,Hamirpur,Potato,Other,FAQ,11-09-2025,2400,2800,2600
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Apple,Other,Medium,11-09-2025,6000,7000,6500
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Bhindi(Ladies Finger),Other,FAQ,11-09-2025,5000,6000,5500
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Garlic,Garlic,FAQ,11-09-2025,10000,13000,11500
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Pineapple,Other,Medium,11-09-2025,4500,5000,4700
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Potato,Other,FAQ,11-09-2025,1200,2800,2000
Himachal Pradesh,Kangra,Dharamshala,Banana,Other,Medium,11-09-2025,4000,4300,4150
Himachal Pradesh,Kangra,Dharamshala,Bottle gourd,Bottle Gourd,FAQ,11-09-2025,7000,8000,7500
Himachal Pradesh,Kangra,Dharamshala,Capsicum,Other,FAQ,11-09-2025,8000,8500,8250
Himachal Pradesh,Kangra,Dharamshala,French Beans (Frasbean),Other,FAQ,11-09-2025,9000,11000,10000
Himachal Pradesh,Kangra,Dharamshala,Mousambi(Sweet Lime),Other,Medium,11-09-2025,5000,5500,5250
Himachal Pradesh,Kangra,Jwalaji,Banana,Amruthapani,Medium,11-09-2025,4000,4500,4200
Himachal Pradesh,Kangra,Jwalaji,Bottle gourd,Bottle Gourd,FAQ,11-09-2025,1500,2500,2000
Himachal Pradesh,Kangra,Jwalaji,Tomato,Deshi,FAQ,11-09-2025,2000,2500,2500
Himachal Pradesh,Kangra,Kangra,Banana,Other,Medium,11-09-2025,4000,4500,4200
Himachal Pradesh,Kangra,Kangra,Bottle gourd,Other,FAQ,11-09-2025,6000,7000,6500
Himachal Pradesh,Kangra,Kangra,Carrot,Other,FAQ,11-09-2025,2700,2800,2800
Himachal Pradesh,Kangra,Kangra,Colacasia,Colacasia,FAQ,11-09-2025,3200,3500,3300
Himachal Pradesh,Kangra,Kangra,Garlic,Average,FAQ,11-09-2025,9000,10000,9500
Himachal Pradesh,Kangra,Kangra,Guava,Other,Medium,11-09-2025,6000,7000,6500
Himachal Pradesh,Kangra,Kangra,Papaya,Other,Medium,11-09-2025,3500,4000,3700
Himachal Pradesh,Kangra,Kangra,Peas cod,Other,FAQ,11-09-2025,14000,15000,14500
Himachal Pradesh,Kangra,Kangra,Raddish,Other,FAQ,11-09-2025,2000,2500,2200
Himachal Pradesh,Kangra,Kangra,Tinda,Other,FAQ,11-09-2025,6500,7000,6700
Himachal Pradesh,Kangra,Kangra,Tomato,Other,FAQ,11-09-2025,2400,2600,2500
Himachal Pradesh,Kangra,Kangra(Baijnath),Bitter gourd,Bitter Gourd,FAQ,11-09-2025,6500,7000,6800
Himachal Pradesh,Kangra,Kangra(Baijnath),Cabbage,Cabbage,FAQ,11-09-2025,2500,3000,3000
Himachal Pradesh,Kangra,Kangra(Baijnath),Cucumbar(Kheera),Cucumbar,FAQ,11-09-2025,4000,4500,4500
Himachal Pradesh,Kangra,Kangra(Baijnath),Pumpkin,Other,FAQ,11-09-2025,3000,3000,3000
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cabbage,Cabbage,FAQ,11-09-2025,2800,3200,3000
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cauliflower,Cauliflower,FAQ,11-09-2025,5000,7000,6000
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Pineapple,Other,Medium,11-09-2025,5200,5500,5300
Himachal Pradesh,Kangra,Kangra(Jassour),Bhindi(Ladies Finger),Other,FAQ,11-09-2025,3200,4000,3500
Himachal Pradesh,Kangra,Kangra(Jassour),Capsicum,Other,FAQ,11-09-2025,6000,7000,6500
Himachal Pradesh,Kangra,Kangra(Jassour),Pomegranate,Other,Medium,11-09-2025,12000,16000,14000
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Brinjal,Arkasheela Mattigulla,FAQ,11-09-2025,4000,4500,4200
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Carrot,Carrot,FAQ,11-09-2025,2500,3000,2700
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Pineapple,Other,Medium,11-09-2025,4500,5000,4700
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Pomegranate,Other,Medium,11-09-2025,8000,12000,10000
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Pumpkin,Other,FAQ,11-09-2025,2000,2500,2200
Himachal Pradesh,Kangra,Palampur,Banana,Banana - Ripe,Medium,11-09-2025,4200,5000,4600
Himachal Pradesh,Kangra,Palampur,Cabbage,Cabbage,FAQ,11-09-2025,2500,3000,2700
Himachal Pradesh,Kangra,Palampur,Carrot,Carrot,FAQ,11-09-2025,2500,3000,2700
Himachal Pradesh,Kangra,Palampur,Green Chilli,Green Chilly,FAQ,11-09-2025,4500,5000,4700
Himachal Pradesh,Kangra,Palampur,Onion,Other,FAQ,11-09-2025,2000,2500,2200
Himachal Pradesh,Kangra,Palampur,Sponge gourd,Other,FAQ,11-09-2025,4000,5000,4500
Himachal Pradesh,Kullu,Bandrol,Cabbage,Other,FAQ,11-09-2025,600,800,700
Himachal Pradesh,Kullu,Bandrol,Cauliflower,Other,FAQ,11-09-2025,1000,1800,1500
Himachal Pradesh,Kullu,Bandrol,Peas Wet,Other,FAQ,11-09-2025,3500,7000,5500
Himachal Pradesh,Kullu,Bandrol,Tomato,Other,FAQ,11-09-2025,1200,2500,1800
Himachal Pradesh,Kullu,Bhuntar,Bhindi(Ladies Finger),Other,FAQ,11-09-2025,4000,5200,4600
Himachal Pradesh,Kullu,Bhuntar,Brinjal,Other,FAQ,11-09-2025,5000,5200,5100
Himachal Pradesh,Kullu,Bhuntar,Cauliflower,Other,FAQ,11-09-2025,500,1500,1000
Himachal Pradesh,Kullu,Bhuntar,Garlic,Other,FAQ,11-09-2025,3000,10000,6000
Himachal Pradesh,Kullu,Bhuntar,Pumpkin,Other,FAQ,11-09-2025,2000,2200,2100
Himachal Pradesh,Kullu,Kullu,Coriander(Leaves),Other,FAQ,11-09-2025,10000,15000,13000
Himachal Pradesh,Kullu,Kullu,Cucumbar(Kheera),Other,FAQ,11-09-2025,1000,3000,2000
Himachal Pradesh,Kullu,Kullu,Green Chilli,Other,FAQ,11-09-2025,1500,5000,3000
Himachal Pradesh,Kullu,Kullu,Lemon,Other,FAQ,11-09-2025,4500,6000,5300
Himachal Pradesh,Kullu,Kullu,Onion,Other,FAQ,11-09-2025,2200,2400,2300
Himachal Pradesh,Mandi,Dhanotu (Mandi),Bhindi(Ladies Finger),Other,FAQ,11-09-2025,5000,5000,5000
Himachal Pradesh,Mandi,Dhanotu (Mandi),Green Chilli,Other,FAQ,11-09-2025,4000,4000,4000
Himachal Pradesh,Mandi,Dhanotu (Mandi),Tomato,Other,FAQ,11-09-2025,2300,2500,2400
Himachal Pradesh,Mandi,Mandi(Mandi),Banana,Banana - Ripe,Medium,11-09-2025,3500,4000,3800
Himachal Pradesh,Mandi,Mandi(Mandi),Cucumbar(Kheera),Cucumbar,FAQ,11-09-2025,2500,4000,3000
Himachal Pradesh,Mandi,Mandi(Mandi),French Beans (Frasbean),French Beans (Frasbean),FAQ,11-09-2025,6000,8000,7000
Himachal Pradesh,Mandi,Mandi(Mandi),Green Chilli,Other,FAQ,11-09-2025,3000,7000,5000
Himachal Pradesh,Mandi,Mandi(Mandi),Guava,Guava,Medium,11-09-2025,4000,6000,5000
Himachal Pradesh,Mandi,Mandi(Mandi),Lemon,Lemon,FAQ,11-09-2025,6000,7000,7000
Himachal Pradesh,Mandi,Mandi(Mandi),Potato,Potato,FAQ,11-09-2025,1000,1800,1500
Himachal Pradesh,Mandi,Mandi(Mandi),Tomato,Tomato,FAQ,11-09-2025,1400,3500,3000
Himachal Pradesh,Shimla,Rohroo,Bhindi(Ladies Finger),Bhindi,FAQ,11-09-2025,4000,4500,4200
Himachal Pradesh,Shimla,Rohroo,Bitter gourd,Other,FAQ,11-09-2025,4300,4500,4400
Himachal Pradesh,Shimla,Rohroo,Green Chilli,Green Chilly,FAQ,11-09-2025,3000,4000,3500
Himachal Pradesh,Shimla,Rohroo,Lemon,Lemon,FAQ,11-09-2025,7000,8000,7500
Himachal Pradesh,Shimla,Rohroo,Onion,1st Sort,FAQ,11-09-2025,2300,2500,2400
Himachal Pradesh,Shimla,Rohroo,Potato,Other,FAQ,11-09-2025,1800,2000,1900
Himachal Pradesh,Sirmore,Paonta Sahib,Banana,Other,Large,11-09-2025,3000,5000,4000
Himachal Pradesh,Solan,Dharampur,Tomato,Other,FAQ,11-09-2025,500,1000,1000
Himachal Pradesh,Solan,Solan,Colacasia,Other,FAQ,11-09-2025,3000,4000,3500
Himachal Pradesh,Solan,Solan,Coriander(Leaves),Other,FAQ,11-09-2025,5000,8000,7000
Himachal Pradesh,Solan,Solan,French Beans (Frasbean),Other,FAQ,11-09-2025,2500,7800,7500
Himachal Pradesh,Solan,Solan,Mousambi(Sweet Lime),Other,Medium,11-09-2025,4500,4800,4600
Himachal Pradesh,Solan,Solan,Papaya,Other,Medium,11-09-2025,4000,4500,4200
Himachal Pradesh,Solan,Solan(Nalagarh),Green Chilli,Other,FAQ,11-09-2025,2500,3000,2700
Himachal Pradesh,Una,Santoshgarh,Apple,Other,Large,11-09-2025,3200,7400,5300
Himachal Pradesh,Una,Santoshgarh,Capsicum,Capsicum,FAQ,11-09-2025,7500,7600,7550
Himachal Pradesh,Una,Santoshgarh,Pomegranate,Other,Medium,11-09-2025,8000,8000,8000
Himachal Pradesh,Una,Santoshgarh,Pumpkin,Pumpkin,FAQ,11-09-2025,2000,2200,2100
Himachal Pradesh,Una,Una,Apple,Other,Medium,11-09-2025,3000,10000,7000
Himachal Pradesh,Una,Una,Cauliflower,Cauliflower,FAQ,11-09-2025,3000,6000,4500
Himachal Pradesh,Una,Una,Green Chilli,Green Chilly,FAQ,11-09-2025,4000,6500,5200
Himachal Pradesh,Una,Una,Peas Wet,Peas Wet,FAQ,11-09-2025,12000,15000,13500
Jammu and Kashmir,Badgam,Zaloosa-Chararishrief (F&V),Apple,Apple,Large,11-09-2025,5000,5300,5150
Jammu and Kashmir,Badgam,Zaloosa-Chararishrief (F&V),Apple,Apple,Medium,11-09-2025,3125,3425,3275
Jammu and Kashmir,Baramulla,Nowpora,Apple,American,Large,11-09-2025,4000,5000,4500
Jammu and Kashmir,Jammu,Batote,Pomegranate,Other,Medium,11-09-2025,9200,9600,9400
Jammu and Kashmir,Kathua,Kathua,Apple,Delicious,Medium,11-09-2025,8000,10000,9000
Jammu and Kashmir,Kathua,Kathua,Indian Beans (Seam),Other,FAQ,11-09-2025,8000,9000,8500
Jammu and Kashmir,Kathua,Kathua,Mashrooms,Mashrooms,FAQ,11-09-2025,13000,14000,13500
Jammu and Kashmir,Kathua,Kathua,Onion,Other,FAQ,11-09-2025,2000,2200,2100
Jammu and Kashmir,Kathua,Kathua,Pear(Marasebu),Other,Medium,11-09-2025,4000,5000,4500
Jammu and Kashmir,Kathua,Kathua,Peas Wet,Other,FAQ,11-09-2025,13000,14000,13500
Jammu and Kashmir,Rajouri,Rajouri (F&V),Banana,Other,Small,11-09-2025,5000,5200,5100
Jammu and Kashmir,Rajouri,Rajouri (F&V),Carrot,Other,FAQ,11-09-2025,4000,4200,4100
Jammu and Kashmir,Rajouri,Rajouri (F&V),Raddish,Other,FAQ,11-09-2025,4000,4200,4100
Jammu and Kashmir,Srinagar,Ganderbal,Apple,Delicious,Large,11-09-2025,5000,6000,5500
Jammu and Kashmir,Udhampur,Udhampur,Bitter gourd,Bitter Gourd,FAQ,11-09-2025,3500,4000,3750
Jammu and Kashmir,Udhampur,Udhampur,Cauliflower,Other,FAQ,11-09-2025,4000,6000,5000
Karnataka,Bangalore,Ramanagara,Alsandikai,Alsandikai,Local,11-09-2025,4500,5000,4800
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,Local,11-09-2025,3000,4400,4000
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,3500,4400,4000
Karnataka,Bangalore,Ramanagara,Seemebadnekai,Seemebadanekai,Local,11-09-2025,800,1000,900
Karnataka,Bangalore,Ramanagara,Sweet Pumpkin,Sweet Pumpkin,Local,11-09-2025,2000,2500,2300
Karnataka,Bijapur,Bijapur,Lime,Lime,Medium,11-09-2025,300,1200,700
Karnataka,Chamrajnagar,Chamaraj Nagar,Cucumbar(Kheera),Cucumbar,Local,11-09-2025,800,1000,900
Karnataka,Chamrajnagar,Chamaraj Nagar,Gur(Jaggery),Achhu,Local,11-09-2025,6000,6000,6000
Karnataka,Chitradurga,Chitradurga,Arecanut(Betelnut/Supari),Rashi,Local,11-09-2025,54239,54669,54489
Karnataka,Chitradurga,Holalkere,Arecanut(Betelnut/Supari),Rashi,Local,11-09-2025,59299,59299,59299
Karnataka,Davangere,Davangere,Chikoos(Sapota),Sapota,Local,11-09-2025,5000,6000,5500
Karnataka,Davangere,Davangere,Pineapple,Pine Apple,Local,11-09-2025,2500,3500,3000
Karnataka,Davangere,Davangere,Raddish,Raddish,Local,11-09-2025,2100,2500,2300
Karnataka,Davangere,Davangere,Rice,Medium,Local,11-09-2025,2400,4000,3222
Karnataka,Davangere,Davangere,Suvarna Gadde,Suvarnagadde,Local,11-09-2025,1800,2300,2200
Karnataka,Dharwad,Hubli (Amaragol),Coriander(Leaves),Local,Local,11-09-2025,6531,6531,6531
Karnataka,Dharwad,Hubli (Amaragol),Wheat,White,Local,11-09-2025,2329,4138,3400
Karnataka,Kalburgi,Kalburgi,Papaya,Papaya,Local,11-09-2025,20,30,25
Karnataka,Kalburgi,Kalburgi,Potato,Potato,Local,11-09-2025,800,1800,1300
Karnataka,Kalburgi,Kalburgi,Rice,Broken Rice,Local,11-09-2025,2075,3150,2650
Karnataka,Kalburgi,Kalburgi,Rice,Fine,Local,11-09-2025,4150,6225,5175
Karnataka,Karwar(Uttar Kannad),Kumta,Arecanut(Betelnut/Supari),Ripe,Local,11-09-2025,35899,43699,42349
Karnataka,Karwar(Uttar Kannad),Sirsi,Arecanut(Betelnut/Supari),Kempugotu,Local,11-09-2025,14799,30299,26176
Karnataka,Karwar(Uttar Kannad),Sirsi,Black pepper,Malabar,Local,11-09-2025,63699,67099,65129
Karnataka,Kolar,Bangarpet,Beans,Beans (Whole),Local,11-09-2025,3600,4000,3800
Karnataka,Kolar,Bangarpet,Bitter gourd,Bitter Gourd,Local,11-09-2025,2200,2500,2300
Karnataka,Kolar,Bangarpet,Capsicum,Capsicum,Local,11-09-2025,2000,2500,2200
Karnataka,Kolar,Bangarpet,Drumstick,Drumstick,Local,11-09-2025,3000,5000,4000
Karnataka,Kolar,Bangarpet,Dry Chillies,Local,Local,11-09-2025,13000,16000,14286
Karnataka,Kolar,Bangarpet,Gur(Jaggery),Unde,Local,11-09-2025,4000,4500,4300
Karnataka,Kolar,Bangarpet,Mustard,Other,Local,11-09-2025,7000,7500,7237
Karnataka,Kolar,Gowribidanoor,Bitter gourd,Bitter Gourd,Local,11-09-2025,1800,2500,2300
Karnataka,Kolar,Gowribidanoor,Brinjal,Round,Local,11-09-2025,800,1500,1300
Karnataka,Kolar,Gowribidanoor,Carrot,Carrot,Local,11-09-2025,2000,3000,2500
Karnataka,Kolar,Gowribidanoor,Cauliflower,Local,Local,11-09-2025,1500,2000,1800
Karnataka,Kolar,Gowribidanoor,Green Chilli,Green Chilly,Local,11-09-2025,3000,3800,3500
Karnataka,Kolar,Gowribidanoor,Potato,Potato,Local,11-09-2025,1400,2000,1800
Karnataka,Kolar,Kolar,Beetroot,Beetroot,Local,11-09-2025,1000,1500,1300
Karnataka,Kolar,Kolar,Cabbage,Cabbage,Local,11-09-2025,300,600,400
Karnataka,Kolar,Kolar,Chilly Capsicum,Chilly Capsicum,Local,11-09-2025,2000,3000,2600
Karnataka,Kolar,Kolar,Green Chilli,Green Chilly,Local,11-09-2025,1500,3000,2300
Karnataka,Kolar,Kolar,Knool Khol,Knool Khol,Local,11-09-2025,1000,1500,1400
Karnataka,Kolar,Kolar,Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,1500,2000,1800
Karnataka,Mysore,Mysore (Bandipalya),Cabbage,Cabbage,Ref grade-1,11-09-2025,600,800,700
Karnataka,Mysore,Mysore (Bandipalya),Seemebadnekai,Seemebadanekai,Ref grade-1,11-09-2025,1300,1500,1400
Karnataka,Mysore,Mysore (Bandipalya),Suvarna Gadde,Suvarnagadde,Ref grade-1,11-09-2025,3800,4000,3900
Karnataka,Mysore,Mysore (Bandipalya),Sweet Potato,Sweet Potato,Ref grade-1,11-09-2025,2000,2200,2100
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,Local,11-09-2025,58574,65819,63324
Karnataka,Shimoga,Shimoga,Arhar Dal(Tur Dal),Arhar Dal(Tur),Local,11-09-2025,9350,10600,9975
Karnataka,Shimoga,Shimoga,Bengal Gram(Gram)(Whole),Jawari/Local,Local,11-09-2025,8150,9050,8600
Karnataka,Shimoga,Shimoga,Brinjal,Brinjal,Local,11-09-2025,1800,2000,1900
Karnataka,Shimoga,Shimoga,Raddish,Raddish,Local,11-09-2025,1800,2000,1900
Karnataka,Shimoga,Shimoga,Ragi (Finger Millet),Fine,Local,11-09-2025,0,0,4750
Karnataka,Shimoga,Shimoga,Tomato,Tomato,Local,11-09-2025,400,1200,800
Karnataka,Shimoga,Shimoga,Wheat,Super Fine,Local,11-09-2025,3550,4250,3900
Karnataka,Tumkur,Tumkur,Dry Chillies,Other,Local,11-09-2025,7500,14000,9500
Karnataka,Udupi,Karkala,Arecanut(Betelnut/Supari),New Variety,Local,11-09-2025,32500,49000,35000
Kerala,Alappuzha,Chengannur,Ashgourd,Other,FAQ,11-09-2025,2500,3000,2800
Kerala,Alappuzha,Chengannur,Brinjal,Brinjal,FAQ,11-09-2025,3500,4200,4000
Kerala,Alappuzha,Chengannur,Green Chilli,Green Chilly,FAQ,11-09-2025,3900,4200,4000
Kerala,Alappuzha,Chengannur,Snakeguard,Other,FAQ,11-09-2025,5900,6200,6000
Kerala,Alappuzha,Cherthala,Bitter gourd,Other,FAQ,11-09-2025,4000,4500,4200
Kerala,Alappuzha,Cherthala,Cauliflower,Cauliflower,FAQ,11-09-2025,3600,3800,3700
Kerala,Alappuzha,Cherthala,Green Chilli,Green Chilly,FAQ,11-09-2025,5000,5200,5100
Kerala,Alappuzha,Harippad,Banana,Other,Medium,11-09-2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Banana - Green,Other,FAQ,11-09-2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Bottle gourd,Other,FAQ,11-09-2025,1000,1500,1000
Kerala,Alappuzha,Harippad,Cowpea(Veg),Other,FAQ,11-09-2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Ginger(Green),Other,FAQ,11-09-2025,6000,6500,6000
Kerala,Alappuzha,Harippad,Green Chilli,Other,FAQ,11-09-2025,5000,5500,5000
Kerala,Alappuzha,Kayamkulam,Banana,Nendra Bale,Medium,11-09-2025,3100,3300,3200
Kerala,Alappuzha,Kayamkulam,Bhindi(Ladies Finger),Other,FAQ,11-09-2025,2400,2600,2500
Kerala,Alappuzha,Kayamkulam,French Beans (Frasbean),Other,FAQ,11-09-2025,4800,5000,4900
Kerala,Alappuzha,Kayamkulam,Ginger(Green),Other,FAQ,11-09-2025,7600,7800,7700
Kerala,Alappuzha,Kayamkulam,Green Chilli,Other,FAQ,11-09-2025,6900,7100,7000
Kerala,Alappuzha,Kayamkulam,Onion,Small,FAQ,11-09-2025,2700,2900,2800
Kerala,Alappuzha,Kayamkulam,Potato,Other,FAQ,11-09-2025,3100,3300,3200
Kerala,Ernakulam,Aluva,Banana,Palayamthodan,Medium,11-09-2025,2600,2800,2700
Kerala,Ernakulam,Aluva,Cabbage,Cabbage,FAQ,11-09-2025,2500,4000,3300
Kerala,Ernakulam,Aluva,Pineapple,Pine Apple,Medium,11-09-2025,5000,6000,5500
Kerala,Ernakulam,Amalapuram  VFPCK,Banana,Nendra Bale,Large,11-09-2025,4300,4500,4400
Kerala,Ernakulam,Angamaly,Ashgourd,Ashgourd,FAQ,11-09-2025,4000,5000,4500
Kerala,Ernakulam,Angamaly,Brinjal,Brinjal,FAQ,11-09-2025,5000,6000,5500
Kerala,Ernakulam,Angamaly,Cauliflower,Cauliflower,FAQ,11-09-2025,5500,6500,6000
Kerala,Ernakulam,Angamaly,Cluster beans,Cluster Beans,FAQ,11-09-2025,3400,5000,4000
Kerala,Ernakulam,Angamaly,Cowpea(Veg),Cowpea (Veg),FAQ,11-09-2025,3200,5000,4000
Kerala,Ernakulam,Angamaly,Cucumbar(Kheera),Other,FAQ,11-09-2025,3500,5000,4000
Kerala,Ernakulam,Edackattuvayal  VFPCK,Cowpea(Veg),Bean Barbati,FAQ,11-09-2025,6000,6100,6050
Kerala,Ernakulam,Ernakulam,Ashgourd,Ashgourd,FAQ,11-09-2025,2100,2800,2500
Kerala,Ernakulam,Ernakulam,Banana,Nendra Bale,Large,11-09-2025,4300,4800,4700
Kerala,Ernakulam,Ernakulam,Tapioca,Tapioca,FAQ,11-09-2025,2500,3000,2900
Kerala,Ernakulam,KANJOOR VFPCK,Banana,Palayamthodan,Large,11-09-2025,2100,2400,2300
Kerala,Ernakulam,Keezhampara VFPCK,Tapioca,Other,FAQ,11-09-2025,2000,2200,2100
Kerala,Ernakulam,Malayattoor  VFPCK,Banana,Robusta,Large,11-09-2025,0,0,1800
Kerala,Ernakulam,Mazhuvannur VFPCK,Ashgourd,Ashgourd,FAQ,11-09-2025,2100,2700,2400
Kerala,Ernakulam,Mazhuvannur VFPCK,Elephant Yam (Suran),Elephant Yam (Suran),FAQ,11-09-2025,2500,4300,3700
Kerala,Ernakulam,Mazhuvannur VFPCK,Papaya,Other,Large,11-09-2025,1200,2800,1800
Kerala,Ernakulam,Mazhuvannur VFPCK,Pineapple,Pine Apple,Large,11-09-2025,1500,5200,4200
Kerala,Ernakulam,Mookkannur  VFPCK,Banana,Nendra Bale,Large,11-09-2025,3700,4200,3800
Kerala,Ernakulam,Nedungapra  VFPCK,Banana,Nendra Bale,Large,11-09-2025,3700,4400,3900
Kerala,Ernakulam,North Paravur,Banana - Green,Banana - Green,FAQ,11-09-2025,3800,4500,4000
Kerala,Ernakulam,North Paravur,Coconut,Big,FAQ,11-09-2025,7200,8000,7500
Kerala,Ernakulam,North Paravur,Coriander(Leaves),Coriander,FAQ,11-09-2025,7000,8000,7500
Kerala,Ernakulam,North Paravur,Cowpea(Veg),Cowpea (Veg),FAQ,11-09-2025,2000,3000,2500
Kerala,Ernakulam,North Paravur,Drumstick,Drumstick,FAQ,11-09-2025,6500,7000,6800
Kerala,Ernakulam,Perumbavoor,Amaranthus,Amaranthus,FAQ,11-09-2025,3000,4000,3500
Kerala,Ernakulam,Perumbavoor,Bitter gourd,Bitter Gourd,FAQ,11-09-2025,4000,5000,4500
Kerala,Ernakulam,Perumbavoor,Cauliflower,Cauliflower,FAQ,11-09-2025,3000,4000,3500
Kerala,Ernakulam,Perumbavoor,Ginger(Green),Green Ginger,FAQ,11-09-2025,8000,9000,8500
Kerala,Ernakulam,Perumbavoor,Green Chilli,Green Chilly,FAQ,11-09-2025,5500,6500,6000
